"time","forecast"," "
2025-01-09 12:00:00,dayahead,93.92587
2025-01-09 12:00:00,replan,18.166395
2025-01-09 13:00:00,dayahead,95.14157
2025-01-09 13:00:00,replan,18.290339
2025-01-09 14:00:00,dayahead,105.34401
2025-01-09 14:00:00,replan,17.061487
2025-01-09 15:00:00,dayahead,85.73598
2025-01-09 15:00:00,replan,29.93082
2025-01-09 16:00:00,dayahead,67.629875
2025-01-09 16:00:00,replan,19.255032
2025-01-09 17:00:00,dayahead,56.00367
2025-01-09 17:00:00,replan,12.285399
2025-01-09 18:00:00,dayahead,10.953486
2025-01-09 18:00:00,replan,0.85844874
2025-01-09 19:00:00,dayahead,1.839849
2025-01-09 19:00:00,replan,0.4367364
2025-01-09 20:00:00,dayahead,1.7834104
2025-01-09 20:00:00,replan,0.2895089
2025-01-09 21:00:00,dayahead,2.814405
2025-01-09 21:00:00,replan,0.4240236
2025-01-09 22:00:00,dayahead,0.6912584
2025-01-09 22:00:00,replan,1.1384481
2025-01-09 23:00:00,dayahead,1.8401576
2025-01-09 23:00:00,replan,1.2691995
2025-01-10 00:00:00,dayahead,2.7632308
2025-01-10 00:00:00,replan,1.3955268
2025-01-10 01:00:00,dayahead,3.0106437
2025-01-10 01:00:00,replan,2.4902697
2025-01-10 02:00:00,dayahead,6.200391
2025-01-10 02:00:00,replan,3.4461982
2025-01-10 03:00:00,dayahead,8.341595
2025-01-10 03:00:00,replan,9.393398
2025-01-10 04:00:00,dayahead,9.023963
2025-01-10 04:00:00,replan,11.668527
2025-01-10 05:00:00,dayahead,7.6939077
2025-01-10 05:00:00,replan,12.01299
2025-01-10 06:00:00,dayahead,13.415215
2025-01-10 06:00:00,replan,24.974846
2025-01-10 07:00:00,dayahead,14.870086
2025-01-10 07:00:00,replan,21.926918
2025-01-10 08:00:00,dayahead,19.678446
2025-01-10 08:00:00,replan,15.655931
2025-01-10 09:00:00,dayahead,18.880405
2025-01-10 09:00:00,replan,14.660553
2025-01-10 10:00:00,dayahead,16.00244
2025-01-10 10:00:00,replan,15.564795
2025-01-10 11:00:00,dayahead,27.621763
2025-01-10 11:00:00,replan,16.498365
2025-01-10 12:00:00,dayahead,23.133673
2025-01-10 12:00:00,replan,14.128414
2025-01-10 13:00:00,dayahead,15.449305
2025-01-10 13:00:00,replan,13.973152
2025-01-10 14:00:00,dayahead,9.547971
2025-01-10 14:00:00,replan,14.112148
2025-01-10 15:00:00,dayahead,16.083162
2025-01-10 15:00:00,replan,10.331782
2025-01-10 16:00:00,dayahead,9.685502
2025-01-10 16:00:00,replan,7.6907363
2025-01-10 17:00:00,dayahead,10.009085
2025-01-10 17:00:00,replan,10.054043
2025-01-10 18:00:00,dayahead,12.226318
2025-01-10 18:00:00,replan,8.61839
2025-01-10 19:00:00,dayahead,25.736397
2025-01-10 19:00:00,replan,23.997093
2025-01-10 20:00:00,dayahead,30.313702
2025-01-10 20:00:00,replan,21.324442
2025-01-10 21:00:00,dayahead,23.97012
2025-01-10 21:00:00,replan,21.7911
2025-01-10 22:00:00,dayahead,35.071556
2025-01-10 22:00:00,replan,28.790157
2025-01-10 23:00:00,dayahead,62.132053
2025-01-10 23:00:00,replan,13.5421295
2025-01-11 00:00:00,dayahead,58.030804
2025-01-11 00:00:00,replan,22.554754
2025-01-11 01:00:00,dayahead,60.98277
2025-01-11 01:00:00,replan,25.473629
2025-01-11 02:00:00,dayahead,67.681145
2025-01-11 02:00:00,replan,29.37507
2025-01-11 03:00:00,dayahead,75.65542
2025-01-11 03:00:00,replan,32.305336
2025-01-11 04:00:00,dayahead,61.5629
2025-01-11 04:00:00,replan,27.366957
2025-01-11 05:00:00,dayahead,48.977417
2025-01-11 05:00:00,replan,24.586683
2025-01-11 06:00:00,dayahead,23.56094
2025-01-11 06:00:00,replan,47.941933
2025-01-11 07:00:00,dayahead,19.179438
2025-01-11 07:00:00,replan,51.12681
2025-01-11 08:00:00,dayahead,0.3509812
2025-01-11 08:00:00,replan,63.13087
2025-01-11 09:00:00,dayahead,0.105789304
2025-01-11 09:00:00,replan,0.0
2025-01-11 10:00:00,dayahead,0.010512572
2025-01-11 10:00:00,replan,0.0
2025-01-11 11:00:00,dayahead,0.008907329
2025-01-11 11:00:00,replan,0.0
2025-01-11 12:00:00,dayahead,0.024717648
2025-01-11 12:00:00,replan,63.954174
2025-01-11 13:00:00,dayahead,0.25321433
2025-01-11 13:00:00,replan,97.213264
2025-01-11 14:00:00,dayahead,0.8409644
2025-01-11 14:00:00,replan,95.31143
2025-01-11 15:00:00,dayahead,3.1593812
2025-01-11 15:00:00,replan,85.38671
2025-01-11 16:00:00,dayahead,34.703407
2025-01-11 16:00:00,replan,67.15884
2025-01-11 17:00:00,dayahead,34.08826
2025-01-11 17:00:00,replan,57.881325
2025-01-11 18:00:00,dayahead,68.871124
2025-01-11 18:00:00,replan,45.763355
2025-01-11 19:00:00,dayahead,53.281437
2025-01-11 19:00:00,replan,42.220757
2025-01-11 20:00:00,dayahead,71.546364
2025-01-11 20:00:00,replan,55.014328
2025-01-11 21:00:00,dayahead,61.942493
2025-01-11 21:00:00,replan,74.87881
2025-01-11 22:00:00,dayahead,88.51059
2025-01-11 22:00:00,replan,94.696915
2025-01-11 23:00:00,dayahead,89.51788
2025-01-11 23:00:00,replan,99.22967
2025-01-12 00:00:00,dayahead,102.20433
2025-01-12 00:00:00,replan,101.681595
2025-01-12 01:00:00,dayahead,116.08318
2025-01-12 01:00:00,replan,142.70477
2025-01-12 02:00:00,dayahead,141.31711
2025-01-12 02:00:00,replan,129.99203
2025-01-12 03:00:00,dayahead,147.5357
2025-01-12 03:00:00,replan,150.54811
2025-01-12 04:00:00,dayahead,135.10767
2025-01-12 04:00:00,replan,140.36737
2025-01-12 05:00:00,dayahead,165.49916
2025-01-12 05:00:00,replan,138.45325
2025-01-12 06:00:00,dayahead,175.68474
2025-01-12 06:00:00,replan,154.09167
2025-01-12 07:00:00,dayahead,187.98396
2025-01-12 07:00:00,replan,188.76198
2025-01-12 08:00:00,dayahead,203.33998
2025-01-12 08:00:00,replan,214.30275
2025-01-12 09:00:00,dayahead,193.93561
2025-01-12 09:00:00,replan,215.44444
2025-01-12 10:00:00,dayahead,207.82501
2025-01-12 10:00:00,replan,222.58208
2025-01-12 11:00:00,dayahead,183.24536
2025-01-12 11:00:00,replan,223.92557
2025-01-12 12:00:00,dayahead,212.2895
2025-01-12 12:00:00,replan,226.58022
2025-01-12 13:00:00,dayahead,207.80443
2025-01-12 13:00:00,replan,208.60951
2025-01-12 14:00:00,dayahead,220.3195
2025-01-12 14:00:00,replan,217.90811
2025-01-12 15:00:00,dayahead,213.94293
2025-01-12 15:00:00,replan,230.79672
2025-01-12 16:00:00,dayahead,218.69878
2025-01-12 16:00:00,replan,206.37985
2025-01-12 17:00:00,dayahead,221.63309
2025-01-12 17:00:00,replan,218.38704
2025-01-12 18:00:00,dayahead,207.78255
2025-01-12 18:00:00,replan,196.59259
2025-01-12 19:00:00,dayahead,195.9496
2025-01-12 19:00:00,replan,178.67659
2025-01-12 20:00:00,dayahead,171.71695
2025-01-12 20:00:00,replan,159.79512
2025-01-12 21:00:00,dayahead,169.46806
2025-01-12 21:00:00,replan,127.55985
2025-01-12 22:00:00,dayahead,190.68683
2025-01-12 22:00:00,replan,140.80124
2025-01-12 23:00:00,dayahead,149.55957
2025-01-12 23:00:00,replan,153.91473
2025-01-13 00:00:00,dayahead,156.49788
2025-01-13 00:00:00,replan,185.15866
2025-01-13 01:00:00,dayahead,132.09192
2025-01-13 01:00:00,replan,194.29355
2025-01-13 02:00:00,dayahead,131.56216
2025-01-13 02:00:00,replan,172.49202
2025-01-13 03:00:00,dayahead,165.43515
2025-01-13 03:00:00,replan,198.04393
2025-01-13 04:00:00,dayahead,152.68857
2025-01-13 04:00:00,replan,216.15962
2025-01-13 05:00:00,dayahead,190.93552
2025-01-13 05:00:00,replan,190.40424
2025-01-13 06:00:00,dayahead,221.79243
2025-01-13 06:00:00,replan,215.48799
2025-01-13 07:00:00,dayahead,181.03464
2025-01-13 07:00:00,replan,209.19548
2025-01-13 08:00:00,dayahead,226.42557
2025-01-13 08:00:00,replan,213.11746
2025-01-13 09:00:00,dayahead,217.77525
2025-01-13 09:00:00,replan,229.49257
2025-01-13 10:00:00,dayahead,233.23297
2025-01-13 10:00:00,replan,233.69057
2025-01-13 11:00:00,dayahead,221.66728
2025-01-13 11:00:00,replan,238.37769
2025-01-13 12:00:00,dayahead,204.60657
2025-01-13 12:00:00,replan,232.51523
2025-01-13 13:00:00,dayahead,164.76482
2025-01-13 13:00:00,replan,197.57982
2025-01-13 14:00:00,dayahead,221.89594
2025-01-13 14:00:00,replan,153.44933
2025-01-13 15:00:00,dayahead,204.75148
2025-01-13 15:00:00,replan,204.80513
