time,park,series,value
2025-01-07 05:00:00,frøya,measured_avl,58.8
2025-01-07 05:00:00,frøya,prod,57.629
2025-01-07 05:00:00,frøya,dayahead_reported,55.4
2025-01-07 06:00:00,frøya,measured_avl,58.8
2025-01-07 06:00:00,frøya,prod,57.753
2025-01-07 06:00:00,frøya,dayahead_reported,55.5
2025-01-07 07:00:00,frøya,measured_avl,58.8
2025-01-07 07:00:00,frøya,prod,57.782
2025-01-07 07:00:00,frøya,dayahead_reported,55.4
2025-01-07 08:00:00,frøya,measured_avl,58.8
2025-01-07 08:00:00,frøya,prod,57.622
2025-01-07 08:00:00,frøya,dayahead_reported,55.7
2025-01-07 09:00:00,frøya,measured_avl,58.8
2025-01-07 09:00:00,frøya,prod,57.54
2025-01-07 09:00:00,frøya,dayahead_reported,55.1
2025-01-07 10:00:00,frøya,measured_avl,58.8
2025-01-07 10:00:00,frøya,prod,57.776
2025-01-07 10:00:00,frøya,dayahead_reported,55.4
2025-01-07 11:00:00,frøya,measured_avl,58.8
2025-01-07 11:00:00,frøya,prod,57.844
2025-01-07 11:00:00,frøya,dayahead_reported,55.7
2025-01-07 12:00:00,frøya,wd_measured,87.83699
2025-01-07 12:00:00,frøya,ws_measured,19.877163
2025-01-07 12:00:00,frøya,measured_avl,58.8
2025-01-07 12:00:00,frøya,prod,57.605
2025-01-07 12:00:00,frøya,dayahead_reported,55.4
2025-01-07 13:00:00,frøya,wd_measured,87.45587
2025-01-07 13:00:00,frøya,ws_measured,18.936922
2025-01-07 13:00:00,frøya,measured_avl,58.8
2025-01-07 13:00:00,frøya,prod,57.615
2025-01-07 13:00:00,frøya,dayahead_reported,55.3
2025-01-07 14:00:00,frøya,wd_measured,87.64183
2025-01-07 14:00:00,frøya,ws_measured,18.240545
2025-01-07 14:00:00,frøya,measured_avl,58.8
2025-01-07 14:00:00,frøya,prod,57.747
2025-01-07 14:00:00,frøya,dayahead_reported,55.1
2025-01-07 15:00:00,frøya,wd_measured,90.2731
2025-01-07 15:00:00,frøya,ws_measured,17.646221
2025-01-07 15:00:00,frøya,measured_avl,58.8
2025-01-07 15:00:00,frøya,prod,57.744
2025-01-07 15:00:00,frøya,dayahead_reported,55.1
2025-01-07 16:00:00,frøya,wd_measured,87.303246
2025-01-07 16:00:00,frøya,ws_measured,17.484732
2025-01-07 16:00:00,frøya,measured_avl,58.8
2025-01-07 16:00:00,frøya,prod,57.592
2025-01-07 16:00:00,frøya,dayahead_reported,55.5
2025-01-07 17:00:00,frøya,wd_measured,88.221405
2025-01-07 17:00:00,frøya,ws_measured,16.459354
2025-01-07 17:00:00,frøya,measured_avl,58.8
2025-01-07 17:00:00,frøya,prod,57.625
2025-01-07 17:00:00,frøya,dayahead_reported,55.6
2025-01-07 18:00:00,frøya,wd_measured,86.89635
2025-01-07 18:00:00,frøya,ws_measured,15.203834
2025-01-07 18:00:00,frøya,measured_avl,58.8
2025-01-07 18:00:00,frøya,prod,57.466
2025-01-07 18:00:00,frøya,dayahead_reported,55.5
2025-01-07 19:00:00,frøya,wd_measured,83.299736
2025-01-07 19:00:00,frøya,ws_measured,12.8893385
2025-01-07 19:00:00,frøya,measured_avl,58.8
2025-01-07 19:00:00,frøya,prod,56.863
2025-01-07 19:00:00,frøya,dayahead_reported,55.3
2025-01-07 20:00:00,frøya,wd_measured,77.709625
2025-01-07 20:00:00,frøya,ws_measured,11.866622
2025-01-07 20:00:00,frøya,measured_avl,58.8
2025-01-07 20:00:00,frøya,prod,55.07
2025-01-07 20:00:00,frøya,dayahead_reported,55.2
2025-01-07 21:00:00,frøya,wd_measured,73.58316
2025-01-07 21:00:00,frøya,ws_measured,12.292391
2025-01-07 21:00:00,frøya,measured_avl,58.8
2025-01-07 21:00:00,frøya,prod,55.989
2025-01-07 21:00:00,frøya,dayahead_reported,54.8
2025-01-07 22:00:00,frøya,wd_measured,71.877396
2025-01-07 22:00:00,frøya,ws_measured,12.52144
2025-01-07 22:00:00,frøya,measured_avl,58.8
