time,park,forecast, 
2025-01-08 23:00:00,frøya,dayahead,14.417363
2025-01-08 23:00:00,frøya,replan,5.1353593
2025-01-09 00:00:00,frøya,dayahead,13.723885
2025-01-09 00:00:00,frøya,replan,5.224117
2025-01-09 01:00:00,frøya,dayahead,13.781458
2025-01-09 01:00:00,frøya,replan,7.2447643
2025-01-09 02:00:00,frøya,dayahead,14.670204
2025-01-09 02:00:00,frøya,replan,11.46369
2025-01-09 03:00:00,frøya,dayahead,14.532086
2025-01-09 03:00:00,frøya,replan,10.531755
2025-01-09 04:00:00,frøya,dayahead,10.889815
2025-01-09 04:00:00,frøya,replan,10.524039
2025-01-09 05:00:00,frøya,dayahead,11.663687
2025-01-09 05:00:00,frøya,replan,8.138275
2025-01-09 06:00:00,frøya,dayahead,11.346439
2025-01-09 06:00:00,frøya,replan,9.270286
2025-01-09 07:00:00,frøya,dayahead,12.09712
2025-01-09 07:00:00,frøya,replan,8.792844
2025-01-09 08:00:00,frøya,dayahead,10.856526
2025-01-09 08:00:00,frøya,replan,1.8762149
2025-01-09 09:00:00,frøya,dayahead,10.459119
2025-01-09 09:00:00,frøya,replan,2.6422846
2025-01-09 10:00:00,frøya,dayahead,8.235694
2025-01-09 10:00:00,frøya,replan,1.3493996
2025-01-09 11:00:00,frøya,dayahead,6.74805
2025-01-09 11:00:00,frøya,replan,0.27171156
2025-01-09 12:00:00,frøya,dayahead,5.86442
2025-01-09 12:00:00,frøya,replan,0.0538674
2025-01-09 13:00:00,frøya,dayahead,2.2875476
2025-01-09 13:00:00,frøya,replan,0.04486881
2025-01-09 14:00:00,frøya,dayahead,1.6531055
2025-01-09 14:00:00,frøya,replan,0.015248224
2025-01-09 15:00:00,frøya,dayahead,0.47760102
2025-01-09 15:00:00,frøya,replan,0.007939666
2025-01-09 16:00:00,frøya,dayahead,0.1524193
2025-01-09 16:00:00,frøya,replan,0.010751325
2025-01-09 17:00:00,frøya,dayahead,0.10595475
2025-01-09 17:00:00,frøya,replan,0.015550651
2025-01-09 18:00:00,frøya,dayahead,0.7450098
2025-01-09 18:00:00,frøya,replan,0.022060597
2025-01-09 19:00:00,frøya,dayahead,0.18929598
2025-01-09 19:00:00,frøya,replan,0.035862207
2025-01-09 20:00:00,frøya,dayahead,0.69604564
2025-01-09 20:00:00,frøya,replan,0.06480768
2025-01-09 21:00:00,frøya,dayahead,0.707041
2025-01-09 21:00:00,frøya,replan,0.19470064
2025-01-09 22:00:00,frøya,dayahead,0.2973113
2025-01-09 22:00:00,frøya,replan,0.3256724
2025-01-09 23:00:00,frøya,dayahead,0.13997035
2025-01-09 23:00:00,frøya,replan,1.2291268
2025-01-10 00:00:00,frøya,dayahead,0.28378737
2025-01-10 00:00:00,frøya,replan,3.3594298
2025-01-10 01:00:00,frøya,dayahead,0.8745354
2025-01-10 01:00:00,frøya,replan,5.6012573
2025-01-10 02:00:00,frøya,dayahead,1.8580952
2025-01-10 02:00:00,frøya,replan,16.77205
2025-01-10 03:00:00,frøya,dayahead,3.1151962
2025-01-10 03:00:00,frøya,replan,16.232584
2025-01-10 04:00:00,frøya,dayahead,5.3360767
2025-01-10 04:00:00,frøya,replan,14.797201
2025-01-10 05:00:00,frøya,dayahead,5.7682858
2025-01-10 05:00:00,frøya,replan,13.90006
2025-01-10 06:00:00,frøya,dayahead,5.816745
2025-01-10 06:00:00,frøya,replan,15.204734
2025-01-10 07:00:00,frøya,dayahead,5.197815
2025-01-10 07:00:00,frøya,replan,14.381638
2025-01-10 08:00:00,frøya,dayahead,5.1419263
2025-01-10 08:00:00,frøya,replan,15.198652
2025-01-10 09:00:00,frøya,dayahead,5.143974
2025-01-10 09:00:00,frøya,replan,13.931803
2025-01-10 10:00:00,frøya,dayahead,4.758233
2025-01-10 10:00:00,frøya,replan,11.970871
2025-01-10 11:00:00,frøya,dayahead,4.8535028
2025-01-10 11:00:00,frøya,replan,10.01361
2025-01-10 12:00:00,frøya,dayahead,3.6817546
2025-01-10 12:00:00,frøya,replan,5.9548984
2025-01-10 13:00:00,frøya,dayahead,3.5528393
2025-01-10 13:00:00,frøya,replan,4.151626
2025-01-10 14:00:00,frøya,dayahead,5.3397393
2025-01-10 14:00:00,frøya,replan,4.1658063
2025-01-10 15:00:00,frøya,dayahead,9.568
2025-01-10 15:00:00,frøya,replan,7.2880745
2025-01-10 16:00:00,frøya,dayahead,11.972595
2025-01-10 16:00:00,frøya,replan,7.633855
2025-01-10 17:00:00,frøya,dayahead,10.892076
2025-01-10 17:00:00,frøya,replan,4.079647
2025-01-10 18:00:00,frøya,dayahead,12.890252
2025-01-10 18:00:00,frøya,replan,8.024175
2025-01-10 19:00:00,frøya,dayahead,11.32057
2025-01-10 19:00:00,frøya,replan,12.600286
2025-01-10 20:00:00,frøya,dayahead,11.07771
2025-01-10 20:00:00,frøya,replan,13.070872
2025-01-10 21:00:00,frøya,dayahead,10.54962
2025-01-10 21:00:00,frøya,replan,10.7321615
2025-01-10 22:00:00,frøya,dayahead,10.927999
2025-01-10 22:00:00,frøya,replan,11.201076
2025-01-10 23:00:00,frøya,dayahead,9.586602
2025-01-10 23:00:00,frøya,replan,13.915018
2025-01-11 00:00:00,frøya,dayahead,9.434696
2025-01-11 00:00:00,frøya,replan,13.376132
2025-01-11 01:00:00,frøya,dayahead,8.400068
2025-01-11 01:00:00,frøya,replan,13.304665
2025-01-11 02:00:00,frøya,dayahead,8.0755
2025-01-11 02:00:00,frøya,replan,13.310365
2025-01-11 03:00:00,frøya,dayahead,6.9877954
2025-01-11 03:00:00,frøya,replan,16.049522
2025-01-11 04:00:00,frøya,dayahead,10.361362
2025-01-11 04:00:00,frøya,replan,16.130976
2025-01-11 05:00:00,frøya,dayahead,21.490036
2025-01-11 05:00:00,frøya,replan,18.086739
2025-01-11 06:00:00,frøya,dayahead,25.580503
2025-01-11 06:00:00,frøya,replan,30.140581
2025-01-11 07:00:00,frøya,dayahead,37.073395
2025-01-11 07:00:00,frøya,replan,37.05151
2025-01-11 08:00:00,frøya,dayahead,37.309742
2025-01-11 08:00:00,frøya,replan,44.196896
2025-01-11 09:00:00,frøya,dayahead,39.724457
2025-01-11 09:00:00,frøya,replan,41.349022
2025-01-11 10:00:00,frøya,dayahead,38.72429
2025-01-11 10:00:00,frøya,replan,44.016327
2025-01-11 11:00:00,frøya,dayahead,30.786657
2025-01-11 11:00:00,frøya,replan,43.251637
2025-01-11 12:00:00,frøya,dayahead,21.279825
2025-01-11 12:00:00,frøya,replan,36.356735
2025-01-11 13:00:00,frøya,dayahead,15.478641
2025-01-11 13:00:00,frøya,replan,25.711695
2025-01-11 14:00:00,frøya,dayahead,11.774884
2025-01-11 14:00:00,frøya,replan,26.77231
